adapter_reuse,appearance_metric_source,appearance_reason,appearance_status,bidirectional_distance_p95_m,building_classification_availability,building_id,class2_ground_point_count,class6_building_point_count,classification_availability,classification_confidence,classification_reason,completed_at,correspondence_definition,correspondence_overlap_threshold,crop_buffer_m,crs,diagnostic_grid_cells,existing_diagnostic_provenance,existing_local_plane_rms_m,existing_m3c2_rms_m,existing_m3c2_valid,footprint_area_m2,ground_point_availability,has_lod22,icp_applied,input_pointcloud_provenance,input_provenance,largest_data_gap_m,largest_unsupported_roof_region,largest_unsupported_roof_region_reason,local_density_cv,lod2_axis,lod2_forced_zero,lod2_score,lod2_score_confidence,lpips,maximum_hole_radius_proxy_m,mixed_n_to_m_count,mixed_n_to_m_rate,nodata_frac,nodata_r,nodata_r_reason,normal_angular_error_median_deg,normal_angular_error_p90_deg,normal_estimation_enabled,normal_metric_reason,output_reference_roof_face_ratio,overseg_1_to_m_count,overseg_1_to_m_rate,point_to_plane_median_m,point_to_plane_p95_m,point_to_plane_reason,primary_metric_missing,processing_reason,processing_status,provisional,provisional_R_final,provisional_R_q40,provisional_R_q50,provisional_R_q60,provisional_R_stable,psnr,r_d,r_f,r_p,r_z,reconstructed_roof_plane_count,reconstruction_class6_count_raw,reconstruction_surface_count_voxel,reconstruction_to_reference_median_m,reconstruction_to_reference_p90_m,reconstruction_to_reference_p95_m,reference_class6_count_raw,reference_provenance,reference_roof_plane_count,reference_surface_count_voxel,reference_to_reconstruction_median_m,reference_to_reconstruction_p90_m,reference_to_reconstruction_p95_m,rf_nodata_frac,rf_pt_density,rf_rmse_lod22_existing,rf_roof_planes_existing,ridge_position_error_m,ridge_position_error_reason,rmsxy_m,rmsz_m,roof_distance_samples,roof_hausdorff_z_m,roof_plane_completeness,roof_plane_correctness,roof_plane_f1,roof_plane_match_count,roof_plane_quality,roof_points_per_m2,roofer_reason,roofer_status,roofer_success,roofprint_alignment_information,run_id,schema,scientific_status,ssim,surface_axis,surface_fscore_0p1m,surface_fscore_0p2m,surface_fscore_0p5m,surface_metric_available,surface_metric_reason,surface_precision_0p1m,surface_precision_0p2m,surface_precision_0p5m,surface_recall_0p1m,surface_recall_0p2m,surface_recall_0p5m,surface_reference_provenance,surface_reference_role,surface_sampling_capped,surface_score,surface_score_confidence,surface_thickness_p90_m,texture_coverage,underseg_n_to_1_count,underseg_n_to_1_rate,val3dity_lod22_valid,voxel_size_m,rank_recall_0p2,rank_reference_to_surface_p95_inverse,rank_precision_0p2,rank_surface_to_reference_p95_inverse,surface_proxy_metric_valid,completeness_score,reliability_score,surface_proxy_score,surface_proxy_R_q40,surface_proxy_R_q50,surface_proxy_R_q60,surface_proxy_R_stable,surface_proxy_R_v1,surface_thickness_used_in_reliability,surface_thickness_exclusion_reason,existing_view_count,qualitative_panel_status,selected_oracle_candidate
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,6.000369973,True,DEBY_LOD2_4959326,495,299336,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:05:05.497024+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,1821,docs/pointcloud_attributes_v1_3.csv,0.182532,3.234254,True,1821.7024,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.114017542,14.164296665,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.360573264,known_forced_zero,True,0,forced_failure,NaN,14.164296665,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,2.894736842,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R1,R3,R3,False,NaN,0.350746269,0.231343284,0.292035398,0.168141593,55,299336,249991,1.249299805,4.014940846,4.281135947,29658,phases/p0-audit/data/raw/lod2,19,28999,4.006120318,5.472653834,6.000369973,0,161.563446,1.006733,145,NaN,explicit ridge correspondence evaluator not found,5.321128886,2.923494396,4457,8.916939738,0.736842105,0.254545455,0.378378378,14,0.378378378,164.316630422,val3dity_invalid,failure,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.010626863,0.068293898,0.225440862,True,ok,0.006176222,0.050045802,0.22861623,0.038035794,0.107486465,0.222352495,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.291044776,high,1.15,NaN,0,0,False,0.1,0.283582089552,0.305970149254,0.10447761194,0.089552238806,True,0.294776119403,0.0970149253731,0.195895522388,R3,R3,R3,True,R3,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,1.232733469,True,DEBY_LOD2_4959327,965,100709,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:05:06.324492+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,493,docs/pointcloud_attributes_v1_3.csv,0.160491,0.385525,True,495.175849997,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.080622578,5.242384954,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.450640926,known,False,0.721238938,high,NaN,5.242384954,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1.333333333,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.768656716,0.820895522,0.805309735,0.637168142,8,100709,86807,0.179652442,0.571051661,1.132196979,7945,phases/p0-audit/data/raw/lod2,6,7849,0.078740079,0.23013025,1.232733469,0,196.959671,1.91214,21,NaN,explicit ridge correspondence evaluator not found,1.713327457,0.524423745,1977,2.207217836,1,0.75,0.857142857,6,0.857142857,203.380273898,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.193708936,0.71428339,0.904022579,True,ok,0.11296324,0.595804486,0.885297269,0.679194802,0.891578545,0.923557141,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.794776119,high,0.82,NaN,0,0,True,0.1,0.753731343284,0.574626865672,0.746268656716,0.477611940299,True,0.664179104478,0.611940298507,0.638059701493,R0,R0,R0,True,R0,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,13.907194181,True,DEBY_LOD2_4959336,0,58521,False,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:05:06.646826+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,611,docs/pointcloud_attributes_v1_3.csv,0.13458,1.369574,True,609.046900014,False,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,1.999049774,19.99833243,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.695305476,known,False,0.39380531,high,NaN,19.99833243,0,0,0.1289,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1.5,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R1,R1,R1,R1,True,NaN,0.089552239,0.507462687,0.690265487,0.097345133,9,58521,53343,0.198116128,0.423910368,0.533366663,11397,phases/p0-audit/data/raw/lod2,6,11099,0.155080624,13.265322862,13.907194181,0.1289,109.509895,0.25449,49,NaN,explicit ridge correspondence evaluator not found,6.906816841,5.229784892,2443,20.219900356,0.833333333,0.555555556,0.666666667,5,0.666666667,96.086196315,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.148482852,0.544748807,0.821795178,True,ok,0.098082223,0.507170575,0.938398665,0.305432922,0.588341292,0.730966754,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.298507463,high,0.57,NaN,0,0,True,0.1,0.455223880597,0.089552238806,0.507462686567,0.89552238806,True,0.272388059701,0.701492537313,0.486940298507,R1,R1,R1,True,R1,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,4.894249656,True,DEBY_LOD2_4959340,172,38076,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:05:06.878924+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,384,docs/pointcloud_attributes_v1_3.csv,0.103117,0.881616,True,384.722313,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.084344531,1.719127686,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.584433413,known,False,0.900442478,high,NaN,1.719127686,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.395522388,0.955223881,0.907079646,0.89380531,3,38076,34798,0.170293864,1.311117257,4.894249656,4405,phases/p0-audit/data/raw/lod2,3,4405,0.100995049,0.152970585,0.171172428,0,93.788177,1.514792,4,NaN,explicit ridge correspondence evaluator not found,0.922582687,0.124012071,1541,0.224101434,1,1,1,3,1,98.970084951,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.151337776,0.810623157,0.93446832,True,ok,0.089660325,0.68969481,0.877521697,0.484903519,0.982973893,0.999318956,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.675373134,high,0.13,NaN,0,0,True,0.1,1,0.970149253731,0.888059701493,0.0746268656716,True,0.985074626866,0.481343283582,0.733208955224,R0,R0,R2,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,1.925873826,True,DEBY_LOD2_4959457,22769,538005,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:05:07.830042+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,1373,docs/pointcloud_attributes_v1_3.csv,0.143493,0.304478,True,1371.8252995,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,4.776955097,3.720134406,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,1.988739705,known,False,0.442477876,high,NaN,3.720134406,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.634328358,0.544776119,0.469026549,0.415929204,2,538005,250000,0.261342687,0.990101005,1.925873826,24648,phases/p0-audit/data/raw/lod2,2,23902,0.080777472,0.457022965,0.97238617,0,378.108307,3.325608,21,NaN,explicit ridge correspondence evaluator not found,1.875179297,0.898599768,1648,7.260062559,0.5,0.5,0.5,1,0.5,392.181861784,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.196114052,0.571944691,0.804201258,True,ok,0.114684,0.432024,0.724392,0.676345076,0.845912476,0.903773743,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,True,0.589552239,high,6.99,NaN,0,0,True,0.1,0.671641791045,0.60447761194,0.410447761194,0.305970149254,True,0.638059701493,0.358208955224,0.498134328358,R2,R2,R2,True,R2,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,1.884204518,True,DEBY_LOD2_4959458,9005,610121,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:05:09.343744+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,603,docs/pointcloud_attributes_v1_3.csv,0.146822,0.142628,True,601.393299999,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.053851648,4.202404074,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.96869514,known,False,0.825221239,high,NaN,4.202404074,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,1.5,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,R0,R0,R0,R0,True,NaN,0.649253731,0.813432836,0.783185841,0.867256637,3,610121,219878,0.170489491,1.211086289,1.884204518,12527,phases/p0-audit/data/raw/lod2,2,12218,0.057227616,0.216101828,0.700938656,0,942.165466,2.452074,4,NaN,explicit ridge correspondence evaluator not found,2.729433722,0.149090908,1990,1.980041631,1,0.666666667,0.8,2,0.8,1014.5124663,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.265350571,0.712614138,0.844855428,True,ok,0.157487334,0.591482549,0.770277154,0.842118186,0.896136847,0.935423146,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.731343284,high,4.52,NaN,0,0,True,0.1,0.783582089552,0.686567164179,0.723880597015,0.320895522388,True,0.735074626866,0.522388059701,0.628731343284,R0,R0,R2,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,2.716996503,True,DEBY_LOD2_4959459,684,179887,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:05:10.256041+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,373,docs/pointcloud_attributes_v1_3.csv,0.20993,0.481078,True,372.991800007,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.067082039,4.516259514,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.802980498,known,False,0.216814159,high,NaN,4.516259514,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,3.5,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R2,R2,False,NaN,0.559701493,0.626865672,0.150442478,0.283185841,7,179887,126683,0.219317122,0.817361609,2.716996503,6173,phases/p0-audit/data/raw/lod2,2,6015,0.072801099,0.151195151,0.309075073,0,458.701477,1.980038,28,NaN,explicit ridge correspondence evaluator not found,5.571759715,1.751150063,1495,11.968431899,0.5,0.142857143,0.222222222,1,0.222222222,482.281379903,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.14313388,0.602542367,0.868010938,True,ok,0.078897721,0.447447566,0.782354381,0.770241064,0.922194514,0.974729842,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.593283582,high,4.82,NaN,0,0,True,0.1,0.850746268657,0.865671641791,0.425373134328,0.201492537313,True,0.858208955224,0.313432835821,0.585820895522,R2,R2,R2,True,R2,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,3.710489185,True,DEBY_LOD2_4959460,590498,1686897,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:05:12.820138+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,4697,docs/pointcloud_attributes_v1_3.csv,0.19615,0.473929,True,4699.40879998,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,4.426341604,12.278004724,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,1.519898519,known,False,0.292035398,high,NaN,12.278004724,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,3.333333333,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R1,R3,False,NaN,0.470149254,0.529850746,0.123893805,0.460176991,10,1686897,250000,0.18547237,1.705189872,3.710489185,67707,phases/p0-audit/data/raw/lod2,3,66509,0.143527001,1.867600956,2.624987608,0,461.568329,8.493636,73,NaN,explicit ridge correspondence evaluator not found,10.466535461,0.799488059,3185,4.253382551,0.333333333,0.1,0.153846154,1,0.153846154,358.959407832,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.148618015,0.569120562,0.706253773,True,ok,0.101704,0.552016,0.760596,0.275872438,0.587319009,0.659158911,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,True,0.5,high,0.9,NaN,0,0,True,0.1,0.44776119403,0.44776119403,0.649253731343,0.119402985075,True,0.44776119403,0.384328358209,0.416044776119,R2,R3,R3,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,7.627750081,True,DEBY_LOD2_4959461,387,158009,True,high_relative_stability,same non-RX label at q40/q50/q60,2026-07-28T15:05:14.823220+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,909,docs/pointcloud_attributes_v1_3.csv,0.174609,1.002853,True,906.402100002,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.582494635,2.205583823,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.583448541,known,False,0.517699115,high,NaN,2.205583823,0,0,0.007724,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,2.142857143,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R1,R1,False,NaN,0.268656716,0.589552239,0.389380531,0.646017699,15,158009,135508,0.212132034,2.595700289,7.627750081,10240,phases/p0-audit/data/raw/lod2,7,10240,0.110453611,0.282524315,0.481783141,0.007724,162.68335,2.455805,70,NaN,explicit ridge correspondence evaluator not found,3.823636861,0.492087137,3640,3.681774041,0.714285714,0.333333333,0.454545455,5,0.454545455,174.32550079,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.106613921,0.587843753,0.835885022,True,ok,0.060845116,0.450681879,0.744745698,0.430273438,0.845019531,0.952441406,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.429104478,high,1.01,NaN,0,0,True,0.1,0.664179104478,0.753731343284,0.432835820896,0.0298507462687,True,0.708955223881,0.231343283582,0.470149253731,R2,R2,R2,True,R2,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,PASS,False
"e5_c001_8way roof parser, plane fit, and reference_distance",none,No existing baseline held-out rendering split or final texture-atlas evaluation protocol was found during N0.,not_evaluated,1.669326192,True,DEBY_LOD2_4959463,71,8460,True,low_threshold_sensitivity,q40/q50/q60 labels disagree,2026-07-28T15:05:15.180676+00:00,intersection/reference_area>=q and intersection/reconstruction_area>=q,0.5,1,EPSG:25832,62,docs/pointcloud_attributes_v1_3.csv,0.194967,0.385676,True,61.306441997,True,True,False,phases/p0-audit/data/work/w2/dim_v1_classified_z_minus0p174.laz,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,0.080361682,3.104094071,maximum reference-to-reconstruction nearest distance; point-sampled radius proxy,0.453326662,known,False,0.415929204,high,NaN,3.104094071,0,0,0,NaN,field not present in canonical Roofer status,NaN,NaN,False,normal estimation disabled by config,2,0,0,NaN,NaN,normal estimation disabled by config,False,ok,success,True,RX,R0,R0,R1,False,NaN,0.671641791,0.455223881,0.637168142,0.194690265,2,8460,7751,0.237170824,1.022790301,1.669326192,1235,phases/p0-audit/data/raw/lod2,1,1187,0.155563492,0.279281708,1.535445541,0,130.622955,1.322676,5,NaN,explicit ridge correspondence evaluator not found,1.339886285,2.626504841,246,8.074663844,1,0.5,0.666666667,1,0.666666667,137.995286048,success,success,True,canonical Roofer DIM classified LAZ w2_1 input; W1 GCG2016-corrected dim_v1_classified_z.laz then W2 Z:=Z-0.174 m; v1.2 applies +45.934 m (=45.760+0.174) for v1.14_section_1.6_zeta_45.7_QA_45.760; EPSG:25832,20260728_2327,jointbuildgs.tum2twin_rv1.result.v1,"R_v1 is a relative, provisional stratification for experiment selection. It is not a final scientific readiness or quality certification.",NaN,known,0.083378708,0.455105818,0.877551914,True,ok,0.050058057,0.334279448,0.841697845,0.249368155,0.712721146,0.916596462,"[""results/tum_transfer/mob_analysis/p0c_step2/als_aoi.laz""]",canonical raw_lidar fallback ALS AOI; aligned EPSG:25832 orthometric class-2/class-6 reference,False,0.563432836,high,6.322,NaN,0,0,True,0.1,0.55223880597,0.522388059701,0.328358208955,0.335820895522,True,0.537313432836,0.332089552239,0.434701492537,R2,R2,R3,False,RX,False,"0.2 m XY-cell Z-span proxy conflates roof slope, walls, and multiple surfaces; not a validated physical thickness metric",NaN,not_in_panel,False
